text,sentiment,negative_reason
b'@ewok2928 @m1dn7ghtrider This would be the best thing on @Twitter this week if @JoeBiden was sniffing the #China https://t.co/toa93ne3UW',1,
b'Why is the second wave almost worst than the first? \nAlyson provides insights into why our anxiety levels may be https://t.co/uwq0lh6HWU',0,corruption
"b'@BrettFavre @realDonaldTrump Idiot! Oh yeah, he is Mr Dick Pic! Birds of a feather as they say. https://t.co/Nsp1NP6UT3'",0,covid19
b'Because of #Trump and #Republicans the #USA will face the winter in modern Death. Death. https://t.co/mscxxwT9sB',1,
b'@DonaldJTrumpJr Lol your too funny donny no mates - so desperate lonely pathetic for attention https://t.co/CSpqye9pEc',0,discrimination
"b'RT @TomFitton: ""BIG GUY"" Biden implicated in RICO-style deal w/Chinese communists! Should @RealDonaldTrump trust FBI to investigate?",1,
"b""How is that old guy that had a stroke trying to read a speech on tv doing? I hope he's okay and that he managed https://t.co/QDlyeTgtIY""",1,
b'I am so sorry to hear this. We must vote this monster out. #BidenHarris2020 https://t.co/93rfXilL3f',1,
"b'RT @yoruguaenusa: I give a shit if Biden is ahead in the polls by 50 points, vote like your life depends on it because it",0,covid19
"b'RT @derekjames150: This US election is the most important election in our lifetime. If #DonaldTrump wins, US democracy is LITERALLY on",1,
"b'RT @book960: Daenerys Targaryen \n@book960 \n@samicat1982 \n\nWe are united to get #BidenHarris2020 elected and sworn in on January 20, 2021.",1,
"b'@realDonaldTrump is somber and serious, shinning light into the darkness. #MAGA'",0,corruption
b'Trump lies. His kids lie. This crap about COVID about over is nothing but BS. and irresponsible on their part to https://t.co/VW6HV6eXrW',0,covid19
b'RT @lauferlaw: in the home stretch. This is the final push. Things are tightening in Florida. Threats of lawsuits by Trump to,0,crime
b'Stock market volitivity continues as virus surges. #TheInfiniteAge #stockmarket #stockmarketnews https://t.co/eWoLpdI21Q',1,
b'@RealJamesWoods I voted early James proudly voted to...\n#MAGA\n#KAG\nAnd I voted \n#4MoreYears\n#TrumpPence2020 \n#VotedRedToSaveAmerica',1,
"b""RT @RebelNewsOnline: Does the left hate America itself? @realDonaldTrump's election would bring riots (and worse)\n\nWatch the full",0,corruption
"b'@nixw20 @Dknight10k You lucky man James. lol When you do good deeds as you have, people remember showing https://t.co/lEvzDsvo9a'",1,
b'Custom promotional products that people actually want to keep is here for all your COVID safety https://t.co/y2ZtvLjCAI',1,
"b'@realDonaldTrump @FoxNews just so long as it takes the lying, grifter family out of the White House, the date is https://t.co/VzOSrgQGjx'",0,covid19
"b'RT @PeaceMonger143: Dear Mr. #Modi ,\n\nP you should concentrate on Peacock Parrot Pakistan PR Pandemic",1,
"b'With new #coronavirus cases soaring and hospitals at capacity, a Texas judge issued a shelter-in-place order that https://t.co/CX58DgbW26'",1,
b'@realDonaldTrump Fearmonger. Now your desperation is really showing. \n#Resist #NotMyPresident #BidenHarris2020',0,corruption
"b'RT @GordonGChang: Lydia and I just voted at our county office, where we requested ballots, filled them out, and put them in the ballot",1,
"b'RT @bobclendenin: decide more obnoxious: guys who wear sunglasses on the back of their head, or guys who stand at the urinal",0,crime
b'#Coronavirus #coronavirusuk Boris Johnson considering tougher national measures that could mean full https://t.co/s3rSjGFphO',1,
b'My ballot has been counted. #bidenharris2020 #biden2020 #biden #byedon2020 #byedon #dumptrump https://t.co/h8tQx7HlTl',1,
b'RT @KarlousNaderi: crazy now Facebook is not allowing me to post a link from @gatewaypundit about Hunter Biden having a personal,0,covid19
b'Leonard Cohen - Democracy https://t.co/v5WWzqbjmA via @YouTube\n\n#JoeBiden',1,
"b'Uhm, they are hiding many things from us and they try to control us. But anyways vote for #JoeBiden https://t.co/ZFwFwcNce5'",0,discrimination
b'@MollyJongFast @JaniceMcGeachin you know neither stop #Covid there you idiot',0,discrimination
"b'@SkyNews Remember this is all based on a flawed testing method that produces false positive results, deaths that https://t.co/8FMoM3bMFF'",1,
"b""I'm so Jealous... My wife, Susas and grandson, Noah are with @realDonaldTrump at the Columbia County Georgia Fair https://t.co/BI39JnclpX""",1,
b'RT @Cleavon_MD: @LilTunechi @realDonaldTrump @POTUS at 43\nTiffany Mofield was an inmate at Edna Mahan Correctional Facility in,1,
"b'RT @CiaranCuffe: map makes for sober reading. Tough times in Ireland, Belgium and elsewhere.Thoughts are with frontline workers",0,crime
b'@IvankaTrump @realDonaldTrump @POTUS County going in a #Resession #Covid killing workers off I guess in https://t.co/xMLOPle40t',0,covid19
"b'@MichaelRapaport Strikes and gutters, ups and downs. #4MoreYears #MAGA #VoteTrump2020'",0,discrimination
b'@ChuckGrassley @RonJohnsonWI are TRAITORS of the AMERICAN PEOPLE enriching themselves off of the American people https://t.co/vTqqCzdvu9',1,
b'RT @glamelegance: @realDonaldTrump Jealousy thy name is Donald Trump. Another life long Republican is rejecting him. #VoteTrump2020,0,discrimination
b'At least its someone else who fucked up #covid',0,others
"b'RT @FreedomWorks: #Election2020 Predictions, Economic Recoveries, &amp; #Halloween Plans | NEW Pardon the Disruption TONIGHT @ 7:30 #ampFW",0,corruption
"b""RT @TheLastBubble: The anxiety radiating off of people over #Election2020 is palpable. In my 50+ years, I've never seen so many Americans",0,corruption
"b'Everyone making fun of Joe stutter is a low life, dumpster diving, ignorant, uneducated, hillbilly, https://t.co/Oqo7RLftxK'",0,discrimination
"b'Sorry....\n\n@POTUS DOES NOT CONSTITUTIONALLY HAVE THE AUTHORITY,\n\nand therefore, \n\nCANNOT BE HELD RESPONSIBLE FOR https://t.co/BzlnikMeCG'",1,
b'@Ih8uJ @RPScott1 Eventually. #Hispanics will soon enough get tired of #democrats stealing the results of their hard work.',0,others
b'RT @DovahGol: Attention to all my #Patriots #MAGA EVERYBODY LET ALL FOLLOW PLEASE LIKE AND RT!!,1,
"b'4 days away. this is truly the fight of our lives. just like Cap said in Endgame, and we are gonna https://t.co/bPWiLgDgRG'",0,covid19
b'Is @Fraserhealth telling us enough? I found out this a.m. about a student at a local middle school who tested https://t.co/KxL4XHK6E9',1,
b'Donald Trump Jr. needs to be drug tested on a daily basis. #TrumpCrimeFamily',1,
"b""How do you know someone is doing a good job in their chosen profession? Just listen to #Trump; if he says they're https://t.co/Ixu8Ng4x5q""",1,
b'@BombshellDAILY FACIST INSANITY ??\n\n(Bloomberg) #Trump claimed without substantiation U.S. #doctors are lying https://t.co/pB61t8us6B',0,crime
b'@LouDobbs @RudyGiuliani Rudy before a Biden rant #BlueWave #BidenHarris2020 #maga https://t.co/dub0dPrpkO',0,discrimination
b'@laurie_ohio f/you!Main cause of suffering and death by #covid is sugar and processed https://t.co/VdiCAxTZdj',0,discrimination
"b'RT @FriskyMav: Senate Committee: Stunning Announcement, Biden Whistleblower Materials \nBona Fide!\n#JoeBiden #BidenHarrisLandslide2020",1,
"b'RT @Franksantopadre: Last reminder to get out and vote, people. Vote like your healthcare and your healthcare and your social",1,
b'Omaha Trump Rally\nTrump really showed everyone he doesnt care about his supporters. He only cares for himself. https://t.co/UEciBEIDfb',0,others
b'Who are you voting for? Donald Trump/Mike Pence or Joe Biden/Kamala Harris? Turning off comments because I https://t.co/v5f4AhI5j2',1,
"b'RT @BlairBrandt: When Biden folks tell you to vote w/ &amp; remember that real &amp; is giving people freedom,",1,
b'Im genuinely fascinated by @gtconway3d &amp; @KellyannePolls marriage. #Election2020',1,
"b""RT @stephenrlove: Please don't let entertainers or athletes distract you from voting this evil orange fool AND his enablers(local, state,",0,covid19
b'RT @TheUSASingers: Brett Kavanaugh is a disgusting compromised unqualified drunken idiot rapist.\n\nSo please enjoy,0,crime
b'@realDonaldTrump Yes...get out and vote. #BidenHarris2020 #VOTE because the current give a crap about https://t.co/R0pUafjpEO',0,crime
"b'Thank you, @cuyahogaboe and your volunteers, for making voting in person safe, efficient, and https://t.co/G4TNdZa4U6'",1,
b'Will Republicans flip the House?\n#electionpoll #polls #Trump2020Landslide #BidenHarris2020',1,
b'@realDonaldTrump Hey King Trampv- LIFE as you know it will end on 11/3... #COVID #COVID #COVID #LockHimUp #LockHimUp #LockHimUp',1,
b'RT @REMASCULATE: Yikes. unraveling right before our eyes! #Biden #JoeBiden https://t.co/x9ZNvaxHlX',1,
b'#Republican congressional nominee quickly deletes bananas racist tweet is now trending on https://t.co/UPwvlmeddC...\nhttps://t.co/HTLgXSIBGe',0,covid19
"b'RT @Momqueen95: @realDonaldTrump I cannot wait until I no longer have to hear your lies, whining, and tired rhetoric. Dude, we are bored",0,discrimination
b'@realDonaldTrump This election is the difference between saving our democracy and a lifelong Donald dictatorship. https://t.co/3gLrghwixc',1,
b'RT @WCHealth: Confused about how many days to isolate if you have symptoms &amp;/or test positive with COVID-19? Mixed up about the,0,others
"b'MUST SEE: ""The Vietnamese Soul Choir"" Release Wonderful New Video Singing Their Support for Donald Trump https://t.co/ShRMoS0Xbu'",1,
"b'I might only have 1 follower, Me...ow.\nBut, I shall die happy, knowing my contempt for Trump will forever be https://t.co/SRGoigp6GO'",0,covid19
"b'@DonaldJTrumpJr Montana has a population of just over 1 million. Today, Oct. 30, 2020, they reported 27 deaths https://t.co/esxZWQFlh3'",1,
"b""I don't appreciate #JoeBiden using his personal grief as a tool in his stump speeches.""",0,corruption
"b""@OfficialJLD That's me and my better half after voting early on Tuesday. We're in the Bronx and we were in and https://t.co/wz8aLVSYge""",1,
b'#Birx was complicit. She enabled deadly inaction\n\n@JMahoffer description of #Trump\nProgressing dementia https://t.co/Jwi9rPZLEq',1,
"b'@MollyJongFast Except when it comes to service members who have bounties on their heads by Russia, people from https://t.co/WObmWcMc8h'",1,
"b'RT @News12LI: #COVID ALERT: The U.S. now has 9 million confirmed cases of the coronavirus, according to data compiled by @JohnsHopkins.",1,
"b'@realDonaldTrump Somebody is worried about Arizona, Georgia, Nevada and Texas.\n\n#VoteForChange\n#BlueWave'",0,discrimination
"b'#JoeBiden stands with American workers, while #Trump only stands with the wealthy.\n\nWe need to build back better https://t.co/AceNfU6xZA'",1,
"b'And @realDonaldTrump claims to have brought back Christmas. Sadly ,Santa has #COVID thanks to him.'",0,others
"b'@JohnCornyn A lotta Democrats, Republicans and Independents are voting #BidenHarris2020'",1,
"Friday, America. Poor a cold one and laugh again. You deserve it. https://t.co/05oWoqm4a7'",1,
"b""#FakeNews won't report. #MSNBC #CNN #ABC #NBC #CBS @msnbc @cnnpolitics @maddow @Maddowblog #maddow https://t.co/h8jPMy9yUb""",1,
b'Here&amp;#39;s What We Could See From the Sons of Confederate Veterans Meeting https://t.co/46mu7eSfA1 https://t.co/s7qTzRqOl1',1,
b'RT @mariahbcooley: Check out my Op-Ed with Seventeen Magazine about Gun Violence and the upcoming election !!! #BidenHarris2020,0,covid19
"b'Sadiq Khan allows a #Muslim protest outside the #French embassy in #London, but protests against https://t.co/zhQWNXfjcl'",0,discrimination
"b'RT @RobertRaker1: a horrific thing, watching a person burn. I like to start at the fingertips, one of the places on the body that",0,discrimination
b'@realDonaldTrump Am I the only one absolutely exhausted of Donald whining?? He needs to just go already. https://t.co/CmWdu33Ye5',0,covid19
b'RT @CANDYYYDEAR: @realDonaldTrump shame shame @JoeBiden @KamalaHarris #TrumpIsCompromised',0,corruption
"b""What the hell! That's why we have to get these voter suppressing #GOP politicians out of https://t.co/dsawuPRk27""",0,others
"b""RT @briansbrown: BIG NEWS: Enough is enough! The media is killing the #BidenCorruption story. We can't let them. I'm joining a number of",0,discrimination
b'FACT: Cuomo was the ONLY governor in AMERICA to prohibit nursing homes from testing for #COVID.\n\nHe also forced https://t.co/FR3kx0dh8o',0,crime
b'RT @jffeeney3rd: https://t.co/EMPtXUMAqJ #K100 @K100Konnan w @Konnan5150 @TheRealDisco @jffeeney3rd ep 226 talks #Election2020,1,
b'@kylegriffin1 decisions banned me as an Iranian US #lottery winner to get a visa and deprived me from my https://t.co/9QLu6UAr2e',0,crime
b'@TheLastLeg if Donald Trump gets another 4 years how can he destroy the country more than he already has? #covid #isitokay',0,covid19
"speaking with myself, number one, because I have a very good brain and said a lot of -Donald https://t.co/CiZBChvoP5'",1,
b'RT @anaclarablesso: Hear me out: taxes are not evil. They are not something to simply get out of paying. Companies who pay should,0,covid19
"b'Anyone who had a bday this week got this card from me, in hopes that it will be irrelevant in a few days. https://t.co/jBWbKYv49S'",1,
"b""Biden will 'burn the Declaration and Constitution': Levin warns voters of what's in Biden's INSANE 110-page https://t.co/xNEj52VTm0""",0,covid19
b'This #mean #hearted &amp; mean #spirited multiple time #Bankrupt #businessman who became #POTUSTrump Baselessly https://t.co/pz694z0VlA',1,
b'Thanks #Patriot!\n #Trump2020Landslide #KAG https://t.co/cXYvKXyVBN',1,
b'One more thing...\n\n#Trunaneeneshabadeeprzure #JoeBiden #ElectionDay #Trump2020 https://t.co/LFIqi56Pqd',1,
b'RT @iceberg171: @ProjectLincoln Trump wants to suppress the #vote! We let him! #BidenHarris2020',1,
"b'@realDonaldTrump I became election to ensure that no, I repeat, NO unofficial poll watchers come to my polling https://t.co/vHhms3xWWW'",1,
b'#covid&amp;cruise https://t.co/UPXmGCYhgn',1,
"b""You can't make this shit up...........#MAGA Monkeys https://t.co/1tiNkgPMKD""",0,corruption
"b'@RichHiggins_DC Was that before or after the @GOP\'s ""dear leader"" saluted our enemy??\n\n#maga #kag #VoteBlue2020 https://t.co/HB8qIPqXgU'",1,
"b'I\'m TRYING!!! And it\'s hard...\n\nBut hang in there, fellow sane folk (and yes, I acknowledge that for #Writers, https://t.co/arKRQhsb2k'",1,
"b'KENTUCKY! If you said ""no"" please Fire #MoscowMitch.\n\nand Vote @AmyMcGrathKY who will work FOR us, not for putin. https://t.co/egvxP3GIst'",0,others
b'Burger King......... como se hace la Long Chicken Sandwich? #covid',1,
b'RT @noikeanolife: Largest Companies Pledge Over $1.6 Billion to Fight https://t.co/F0V7d907Fo #SDGs #CRM,0,others
b'When #KamalaHarris was announced as his running mate I thought it was a strange pick. \n\nMy initial thought was https://t.co/oixtVDGcCa',0,crime
"b'...more sinister"" \n\n#Covid19UK \n#Covid #News \n\nJust enter ""empty testing stations"" into your search engIne and https://t.co/omPuIJzVnl'",0,others
"b""@realDonaldTrump You're so desperate. \n#BidenHarris2020""",1,
b'RT @bubricks_rubric: What gives me lots &amp; lots of hope &amp; energy? Young people (in this case @skhsrebels) thinking critically &amp;,1,
"b""@funder Nope.\nI didn't vote for Biden.\nI voted against Trump.\n#BidenHarris2020""",1,
b'Amazing! \n\n#BidenHarris2020 \n#VoteBlue\n#WearAMask https://t.co/dehoUkXZqJ',1,
b'The #BidenHarris2020 advertisement where he hollers: SLOW the TESTING DOWN https://t.co/ujoCFJHG4B',1,
accelerating. &amp; rising when all #Americans killed by #TrumpVirus are https://t.co/Vi8qqTZYbb',0,discrimination
"b""@realDonaldTrump #MAGA Elitest Trump paid ZERO taxes in the last ten years. He's ripping off America while he https://t.co/2SlSXLLnr1""",1,
